# k	cb	gl	xy
820	0.249219	2.27299	0.935738
821	0.14892	1.06749	0.54641
822	0.145743	1.17186	0.592853
823	51.8199	3.3551	1.3096
824	0.134381	1.09652	0.581501
825	0.122563	1.00481	0.489596
826	1.73486	1.53648	0.567938
827	0.148365	1.11444	0.621406
828	0.125451	1.11192	0.601034
829	0.228224	1.2519	0.765127
830	0.146043	1.09408	0.588545
831	0.129803	0.96577	0.494398
832	0.26431	2.14735	1.03784
833	0.165741	1.42875	0.656903
834	0.167044	1.08299	0.586642
835	0.237786	2.18303	1.02144
836	0.176744	1.37419	0.798656
837	0.216739	1.5585	0.750121
838	0.277814	0.998812	0.82947
839	0.162201	1.10771	0.544413
840	0.154559	1.12605	0.587541
841	0.526685	210.148	4.99215
842	0.158857	1.02412	0.569078
843	0.132655	1.00056	0.501083
844	0.173831	1.17681	4.77408
845	0.153345	1.19822	0.674607
846	0.131393	1.03831	0.563509
847	0.199573	1.43024	0.761942
848	0.137548	1.04837	0.524096
849	0.140044	0.954919	0.477183
850	0.278779	2.18417	1.01897
851	0.129493	1.62734	0.783447
852	0.164676	1.11946	0.680686
853	0.257872	2.32883	1.04268
854	0.193811	2.01351	0.815105
855	0.208493	1.75188	0.829086
856	0.274995	1.67972	1.05954
857	0.154811	1.09886	0.584874
858	0.148983	1.02863	0.58071
859	283.212	756.194	47.0159
860	0.128919	1.12802	0.624376
861	0.140224	0.985188	0.4723
862	1.19939	1.48564	0.595653
863	0.143109	1.08992	0.620317
864	0.128747	1.06571	0.579614
865	0.140032	1.29313	0.666185
866	0.141924	1.00142	0.507549
867	0.142928	0.981576	0.49469
868	0.191984	2.14066	1.02879
869	0.163573	1.26859	0.614091
870	0.135608	1.24825	0.724363
871	0.219634	2.14369	1.02347
872	0.135384	1.04501	0.577913
873	0.136941	1.32488	0.683649
874	0.149872	1.19795	0.575672
875	0.146655	1.08324	0.513716
876	0.137013	1.03003	0.525663
877	0.135718	1.29635	0.636317
878	0.137692	1.00025	0.514867
879	0.14022	0.975475	0.493091
880	0.143209	1.19268	0.581834
881	0.143244	1.13168	0.515419
882	0.128119	0.9583	0.522556
883	0.155733	2.3314	0.727504
884	0.137062	1.19103	0.620838
885	0.131156	1.03539	0.517973
886	0.228918	2.39074	0.981405
887	0.148256	1.32848	0.658355
888	0.137516	1.2178	0.632534
889	0.213365	2.22673	1.01843
890	0.138164	1.02743	0.559239
891	0.13552	1.07877	0.58692
892	0.13605	1.24151	0.583054
893	0.140099	1.38641	0.662112
894	0.14249	1.44249	0.641715
895	0.22137	1.62307	0.681694
896	0.137765	1.2143	0.608225
897	0.130458	0.985701	0.512014
898	0.364908	1.62531	0.700605
899	0.133734	1.49417	0.671806
900	0.131884	1.07241	0.551666
901	0.179426	2.26582	0.860761
902	0.142195	1.15348	0.612365
903	0.131414	1.09216	0.529635
904	0.275112	2.46635	1.28609
905	0.148841	1.26777	0.685544
906	0.143905	1.12753	0.660057
907	0.217133	2.29234	0.958633
908	0.139643	1.12212	0.577374
909	0.139387	1.14151	0.597926
910	0.31114	1.63981	0.826674
911	0.148137	1.21669	0.586438
912	0.148254	1.76675	0.715862
913	0.198901	2.70686	0.727115
914	0.134763	1.29762	0.652206
915	0.129219	1.09815	0.504655
916	0.184899	2.58914	0.87344
917	0.145959	1.61132	0.704858
918	0.128487	1.129	0.570209
919	0.279194	2.09108	0.954813
920	0.13557	1.01826	0.56563
921	0.127006	1.08109	0.533154
922	0.232967	2.45972	1.11952
923	0.134327	1.36881	0.640762
924	0.156413	1.15886	0.659323
925	0.223161	2.03991	1.0421
926	0.142735	1.28994	0.681348
927	0.150851	1.17898	0.608427
928	0.229313	2.02308	0.689365
929	0.155239	1.12942	0.554653
930	0.151639	2.07038	0.825624
931	0.319406	1.91441	16.0791
932	0.13603	1.06025	0.570714
933	0.130803	1.05978	0.520009
934	0.196336	1.70648	2.3361
935	0.141872	1.23422	0.639572
936	0.132379	1.20273	0.567667
937	0.217494	2.0621	1.03704
938	0.124592	1.05512	0.640249
939	0.125151	1.03227	0.580868
940	0.284855	2.29552	1.01997
941	0.131991	1.37293	0.658269
942	0.15211	1.15379	0.641721
943	0.280629	2.17984	0.986525
944	0.139553	1.17817	0.787885
945	0.152336	1.16167	0.6222
946	0.206807	2.08002	0.919216
947	0.164988	1.20458	0.64808
948	0.139361	1.95833	0.742216
949	2.68954	257.41	0.6525
950	0.131128	1.05828	0.581199
951	0.119142	1.07285	0.5492
952	0.234827	2.12713	0.86607
953	0.142555	1.21429	0.653557
954	0.128326	1.19629	0.597932
955	0.222984	1.98743	1.06378
956	0.129526	1.09435	0.54212
957	0.130542	1.10517	0.518342
958	0.265161	2.17877	1.03516
959	0.14606	1.31069	0.706273
960	0.152263	1.17727	0.684982
961	0.243381	2.16194	1.06406
962	0.165977	1.67652	0.857182
963	0.143857	1.42847	0.710847
964	0.248391	2.25772	0.951776
965	0.145749	1.2143	0.60284
966	0.149327	2.03774	0.723455
967	2.26416	19.4042	116.446
968	0.136565	1.0883	0.627891
969	0.12508	1.0742	0.521502
970	0.927664	1.92622	1.18191
971	0.157678	1.18128	0.645727
972	0.126113	1.10035	0.616757
973	0.22381	2.31921	1.04966
974	0.156685	1.0608	0.546132
975	0.125293	1.08332	0.520686
976	0.292301	2.40508	1.0049
977	0.128161	1.38206	0.662274
978	0.149481	1.18084	0.655051
979	0.280712	2.70515	1.16722
980	0.183667	1.72656	0.779928
981	0.209684	1.53928	0.791958
982	0.281339	2.56841	219.325
983	0.160889	1.34123	0.583792
984	0.159713	1.9017	0.760209
985	400.504	1.69057	0.628032
986	0.169503	1.08141	0.553808
987	0.12762	1.1052	0.503829
988	0.511855	1.54766	7.57112
989	0.154568	1.11722	0.628693
990	0.131302	1.17981	0.609869
991	0.229444	1.99708	1.1087
992	0.158925	1.11311	0.627465
993	0.12698	0.9663	0.487212
994	0.288097	2.45814	1.19055
995	0.150107	1.4257	0.699565
996	0.151922	1.13015	0.65802
997	0.280267	2.70344	1.16727
998	0.221929	2.0057	0.878419
999	0.208333	1.89719	0.807034
1000	0.281464	2.69592	1.67904
1001	0.168316	1.15117	0.561508
1002	0.178037	1.54558	0.640616
1003	1575.72	211.605	0.892806
1004	0.139564	1.0197	0.558117
1005	0.13435	1.02469	0.475631
1006	0.206496	2.17152	1.0079
1007	0.146239	1.17869	0.636174
1008	0.131036	1.09638	0.611257
