# k	cb	gl	xy
274	0.123927	0.116972	0.114165
275	0.0673007	0.0546941	0.061912
276	0.0667339	0.0673954	0.0676134
277	0.158649	0.119062	0.115053
278	0.10748	0.0782835	0.0939265
279	0.16858	0.152849	0.13815
280	0.0363621	0.0364198	0.029379
281	0.0392068	0.0317381	0.0311949
282	0.0687829	0.0739119	0.0677601
283	0.0379771	0.0388533	0.0323165
284	0.0338517	0.0318185	0.0391216
285	0.0740506	0.0721036	0.0560309
286	0.0496492	0.0426496	0.0271305
287	0.0430763	0.0323615	0.0319414
288	0.052641	0.0515988	0.0570881
289	0.0549709	0.0502446	0.0523554
290	0.0507885	0.0476176	0.0452552
291	0.051992	0.0488025	0.0473313
292	0.123599	0.11737	0.114179
293	0.0421189	0.0361117	0.0431088
294	0.0552237	0.0450578	0.0521604
295	0.114468	0.117427	0.120977
296	0.0492998	0.0342653	0.0354433
297	0.0719671	0.0676511	0.0707491
298	0.061364	0.0542828	0.0516498
299	0.0522909	0.0428749	0.0453533
300	0.052818	0.0490187	0.0477995
301	0.0555464	0.0509113	0.0541747
302	0.0543302	0.0414571	0.0448266
303	0.051945	0.0494279	0.047239
304	0.0569006	0.0498195	0.049567
305	0.0605361	0.0403761	0.0433303
306	0.0539357	0.0454001	0.0473848
307	0.0694311	0.0515903	0.0392594
308	0.0391096	0.0317011	0.0315108
309	0.0475845	0.0388369	0.0410736
310	0.11484	0.117598	0.113475
311	0.034729	0.0358979	0.080521
312	0.0490274	0.0467788	0.0518663
313	0.0751815	0.109142	0.100848
314	0.0469535	0.0340728	0.0314971
315	0.0852325	0.0789368	0.0785286
316	0.0504756	0.0457131	0.0385094
317	0.0394333	0.0312658	0.0313232
318	0.0466763	0.0388682	0.0400414
319	0.0470208	0.0414681	0.0420521
320	0.0448647	0.0313283	0.0302205
321	0.0491573	0.0419543	0.0399641
322	0.0531396	0.0450389	0.0525128
323	0.0352687	0.0319726	0.0309275
324	0.0493151	0.0401171	0.0427534
325	0.0511769	0.0483231	0.0331719
326	0.0390244	0.038927	0.0296533
327	0.0440943	0.0356822	0.0394986
328	0.155168	0.133475	0.123928
329	0.0424498	0.0869138	0.0919497
330	0.0486449	0.0391571	0.044803
331	0.124123	0.119914	0.123971
332	0.0427653	0.034543	0.0358309
333	0.107003	0.098234	0.0937393
334	0.0432746	0.060116	0.0363634
335	0.0302233	0.0307395	0.0281614
336	0.045367	0.0387949	0.0392253
337	0.0447241	0.0349574	0.0320744
338	0.0319676	0.0322051	0.0317188
339	0.0466925	0.0362099	0.038682
340	0.0420238	0.0406568	0.0351073
341	0.0317352	0.0316784	0.0295457
342	0.0476817	0.0394167	0.0400937
343	0.0392727	0.035084	0.0290029
344	0.034874	0.0326141	0.0269776
345	0.048483	0.0400103	0.0390601
346	0.115688	0.117127	0.113502
347	0.0454864	0.057333	0.0299769
348	0.0507895	0.0426507	0.0475965
349	0.124286	0.102099	0.101151
350	0.0497256	0.036735	0.0512531
351	0.152616	0.136342	0.12504
352	0.0434725	0.0612766	0.029248
353	0.0275538	0.0301084	0.029026
354	0.0451	0.0393812	0.0405816
355	0.0339684	0.0319861	0.041605
356	0.0349051	0.0334026	0.0301891
357	0.052457	0.0374555	0.0425857
358	0.0531279	0.0435754	0.0296482
359	0.0275985	0.0306973	0.0280214
360	0.0454078	0.0361799	0.0387269
361	0.043584	0.0420015	0.0458998
362	0.0336926	0.0308883	0.0284209
363	0.0481324	0.03764	0.0398991
364	0.114926	0.116959	0.113468
365	0.0491954	0.0381664	0.0326862
366	0.0424103	0.0409296	0.046513
367	0.117545	0.109332	0.100753
368	0.0632091	0.0425032	0.0521427
369	0.16358	0.147702	0.134147
370	0.0471059	0.0309416	0.0342409
371	0.0269008	0.0316921	0.0252361
372	0.0478773	0.0414905	0.0399081
373	0.0410812	0.0380656	0.0346257
374	0.0344419	0.03155	0.0276076
375	0.0491416	0.0367623	0.0443889
376	0.0968399	0.0335921	0.0276093
377	0.029022	0.0314225	0.0320106
378	0.0449532	0.0358832	0.0363314
379	0.0372526	0.0326052	0.0401067
380	0.0299707	0.0304503	0.0286797
381	0.0485969	0.0370701	0.0396239
382	0.120004	0.109001	0.113472
383	0.0468925	0.0469806	0.0346085
384	0.0459376	0.0409654	0.0463348
385	0.106223	0.110304	0.0834141
386	0.0517467	0.0661576	0.0618028
387	0.166522	0.151028	0.136822
388	0.0559388	0.0307156	0.036504
389	0.0307466	0.0297146	0.0247124
390	0.0494209	0.0427546	0.042919
391	0.142468	0.0332671	0.042881
392	0.0366613	0.0304752	0.0282089
393	0.0473083	0.0390772	0.0389968
394	0.0409457	0.0352764	0.0375482
395	0.0293272	0.0303572	0.0283379
