# k	cb	gl	xy
472	0.13428	0.121387	0.119634
473	0.0775395	0.0845735	0.110387
474	0.0836113	0.0558255	0.0631979
475	0.129332	0.123482	0.119467
476	0.0828457	0.0533024	0.0622941
477	0.0960667	0.0896729	0.0855751
478	0.107042	0.0870808	0.0614451
479	0.0918273	0.0641392	0.0669747
480	0.0816632	0.0611195	0.0649443
481	0.0924446	0.065819	0.0710067
482	0.0850643	0.0590203	0.0666541
483	0.0795029	0.0557103	0.063667
484	0.119542	0.0774795	0.0752487
485	0.0811807	0.0828124	0.0763662
486	0.0787694	0.0613499	0.0701458
487	0.0871059	0.0782454	0.0713228
488	0.0790368	0.0638328	0.06997
489	0.0810952	0.0564032	0.059736
490	0.143865	0.125684	0.115512
491	0.0934336	0.0735217	0.0919624
492	0.0826737	0.0544863	0.0666636
493	0.128092	0.123423	0.119219
494	0.0903308	0.0608205	0.0638264
495	0.0979993	0.0853117	0.0878247
496	0.135834	0.0675712	0.0961905
497	0.0799556	0.0662329	0.063584
498	0.084306	0.0595997	0.0659376
499	0.0948973	0.0747977	0.0750763
500	0.0828431	0.0630803	0.0668202
501	0.0799429	0.0576987	0.0580102
502	0.0951655	0.0852942	0.0840944
503	0.0859826	0.079457	0.075814
504	0.07614	0.058744	0.0654825
505	0.0841714	0.0599398	0.0708575
506	0.0796598	0.062514	0.0725863
507	0.0788921	0.0570161	0.0600229
508	0.133265	0.12214	0.11896
509	0.0904973	0.0882782	0.101758
510	0.0904296	0.0575921	0.0728974
511	0.132636	0.123811	0.11874
512	0.0910238	0.0618104	0.0854277
513	0.114791	0.089267	0.0899761
514	0.118798	0.074603	0.0815003
515	0.0908868	0.0642711	0.0693682
516	0.0885327	0.065734	0.0662915
517	0.0750699	0.0615766	0.0705657
518	0.0816647	0.0637451	0.0650438
519	0.0790187	0.0590587	0.0594794
520	0.0931253	0.078287	0.0666121
521	0.0921641	0.0732009	0.0831895
522	0.076579	0.0622856	0.069703
523	0.117064	0.0606054	0.0616648
524	0.0792257	0.0666133	0.0646661
525	0.0838674	0.0532124	0.0595743
526	0.142447	0.121362	0.120708
527	0.0898704	0.0743669	0.0840134
528	0.0973161	0.0572564	0.0617661
529	0.130106	0.123518	0.118216
530	0.0898937	0.0801222	0.0853865
531	0.121521	0.0967177	0.097385
532	0.136038	0.0712742	0.0713426
533	0.0863274	0.0674465	0.0681477
534	0.0859955	0.063863	0.0665808
535	0.30833	16.7693	0.315176
536	0.073437	0.0637383	0.067392
537	0.0796371	0.0530527	0.0561726
538	0.117078	0.062981	0.067867
539	0.0935045	0.0721954	0.0775154
540	0.0759725	0.0566653	0.0624192
541	0.110146	0.0721494	0.0617592
542	0.0862946	0.0625955	0.0653763
543	0.0851965	0.0556226	0.0580663
544	0.159195	0.123912	0.120946
545	0.0778088	0.109336	0.0860426
546	0.0917886	0.0565175	0.0635204
547	0.152864	0.124694	0.117981
548	0.0921655	0.0909786	0.0831827
549	0.129552	0.111799	0.100788
550	0.100383	0.0703159	0.100877
551	0.0956491	0.059526	0.0629492
552	0.0976976	0.0643236	0.069578
553	0.589057	0.0580052	0.070779
554	0.0901357	0.0606525	0.0667008
555	0.0742133	0.0553416	0.0592869
556	0.0995147	0.10242	0.0614769
557	0.0840115	0.0691724	0.0801402
558	0.0769881	0.0610934	0.0620016
559	0.113655	0.0728485	0.0775513
560	0.0823215	0.0607785	0.0629836
561	0.108585	0.05611	0.0562708
562	0.16977	0.128679	0.127261
563	0.0938958	0.0825588	0.0799061
564	0.100041	0.0547025	0.0620491
565	0.148667	0.12429	0.119474
566	0.104537	0.0962669	0.100868
567	0.133958	0.119196	0.110593
568	0.118678	0.0828359	0.105327
569	0.092439	0.0593857	0.0683894
570	0.0934119	0.0657221	0.0701402
571	59.5884	0.530478	0.116765
572	0.0814957	0.061614	0.0679671
573	0.0971513	0.0581062	0.0570678
574	0.113737	0.0969135	0.0903282
575	0.0823616	0.0616927	0.0754884
576	0.0771923	0.0593932	0.0692894
577	0.0850855	0.0656452	0.0651182
578	0.0844927	0.0593546	0.0687007
579	0.0805234	0.0565712	0.0578808
580	0.161737	0.12262	0.119675
581	0.0945916	0.0608498	0.0754581
582	0.08251	0.0658715	0.0776579
583	0.132505	0.13034	0.126632
584	0.080224	0.0555451	0.0595896
585	0.0856655	0.0734276	0.0794959
586	0.0892474	0.0688764	0.0667919
587	0.0964866	0.068485	0.0787851
588	0.0857312	0.0574564	0.0644304
589	0.0833379	0.0647117	0.0657122
590	0.087867	0.0616542	0.0714177
591	0.0808491	0.0567999	0.0581599
592	0.085083	0.0698467	0.0656507
593	0.0974848	0.0578825	0.0601772
594	0.0763173	0.0597019	0.0644522
595	0.084361	0.0798294	0.0803427
596	0.0802892	0.0725447	0.0659126
597	0.0783025	0.0547828	0.0593836
598	0.14347	0.120606	0.125158
599	0.0883903	0.0864202	0.109811
600	0.0808309	0.0642336	0.0639017
601	0.135549	0.125481	0.111289
602	0.0779084	0.054399	0.0623617
603	0.089669	0.0683464	0.0722902
604	0.0902501	0.0747776	0.081331
605	0.0918552	0.0734236	0.0744269
606	0.0880531	0.0792064	0.0741373
607	0.082046	0.0761605	0.0805561
608	0.0802198	0.0673086	0.0702885
609	0.0791011	0.0554346	0.0603405
610	0.111753	0.088494	0.0896598
611	0.0836198	0.0716915	0.0843289
612	0.0817279	0.0626496	0.0679605
613	0.0916935	0.0753499	0.0722571
614	0.0787551	0.0643793	0.0721752
615	0.0773713	0.0552799	0.0559106
616	0.145653	0.12391	0.121401
617	0.088062	0.0854477	0.0735761
618	0.0839177	0.0603067	0.0648667
619	0.138354	0.122999	0.110996
620	0.0798805	0.0560488	0.0653367
621	0.0946843	0.0675585	0.0705336
622	0.081668	0.0811695	0.0804715
623	0.0854806	0.06847	0.0646147
624	0.0810451	0.0649682	0.0694052
625	0.0787146	0.0748125	0.0767306
626	0.0845225	0.0647419	0.0686391
627	0.0761614	0.0535577	0.0573552
628	0.0924875	0.0767677	0.0726625
629	0.0828545	0.0715293	0.074204
630	0.076883	0.0610779	0.0686757
631	0.0818691	0.0755267	0.0686607
632	0.0866885	0.0637121	0.0685376
633	0.0777996	0.0579177	0.0612538
634	0.135993	0.123807	0.118684
635	0.0881845	0.0904911	0.0926065
636	0.0904282	0.0628342	0.0702231
637	0.129547	0.121005	0.121149
638	0.0901277	0.0628548	0.0722405
639	0.0943549	0.0764835	0.0776759
640	0.108503	0.0758252	0.0733038
641	0.0895343	0.0628308	0.0682202
642	0.0893938	0.0630681	0.0752685
643	0.0795651	0.0833907	0.0819562
644	0.0799424	0.0645207	0.0674487
645	0.0769659	0.0581719	0.0612746
646	0.0878781	0.0868238	0.0839013
647	0.0930651	0.0718563	0.077127
648	0.0750482	0.061779	0.0682794
649	0.095833	0.0729433	0.0686972
650	0.0805946	0.0591949	0.0654936
651	0.0741559	0.0616874	0.0600599
652	0.147763	0.128967	0.116826
653	0.0869598	0.0702966	0.0948074
654	0.0908099	0.0628575	0.084001
655	0.117446	0.125401	0.11729
656	0.0882573	0.0622474	0.0819237
657	0.0883209	0.0824938	0.0872377
658	0.105683	0.0724092	0.0915288
659	0.0907304	0.0640584	0.0660242
660	0.0850883	0.0636878	0.0675956
661	0.134286	0.0675308	0.131596
662	0.0826025	0.0640821	0.0682055
663	0.0748618	0.061017	0.0582694
664	0.0815007	0.0798912	0.0736379
665	0.0870595	0.0701629	0.0722055
666	0.0780768	0.0644948	0.0674072
667	0.104392	0.0692468	0.0717769
668	0.0857986	0.0663163	0.0661427
669	0.0768174	0.0557827	0.0585475
670	0.157822	0.124754	0.122224
671	0.0980209	0.0798748	0.0771652
672	0.0930893	0.0602449	0.0760743
673	0.129888	0.121377	0.122796
674	0.0917927	0.086233	0.0911882
675	0.116855	0.0870886	0.0927756
676	0.143415	0.0634018	0.0857159
677	0.0973817	0.0602601	0.0651229
678	0.0845489	0.0606794	0.0707428
679	0.209172	0.0634466	0.512853
680	0.0798718	0.0651954	0.0733952
681	0.0753047	0.0552029	0.0579689
682	0.0852187	0.0804535	0.0807017
683	0.0919269	0.0735121	0.0799932
684	0.0786809	0.0620902	0.0697846
685	0.111914	0.0823647	0.0816543
686	0.0859862	0.0624002	0.061034
687	0.0834059	0.0559575	0.0584952
688	0.166948	0.125217	0.118696
689	0.0950007	0.0902438	0.0698658
690	0.0987244	0.0608281	0.0651924
691	0.143029	0.124137	0.120547
692	0.0908185	0.0905631	0.0935487
693	0.130257	0.0921252	0.0942016
694	0.126502	0.0820258	0.104732
695	0.0934879	0.0645231	0.064613
696	0.0937756	0.0666431	0.0707831
697	0.120728	0.768345	3.60508
698	0.0863598	0.0583529	0.0595897
699	0.0798305	0.0550575	0.0564142
700	0.11045	0.0653561	0.142699
701	0.0863292	0.0682433	0.0760172
702	0.075133	0.0576982	0.0682624
703	0.103892	0.0729268	0.0795662
704	0.0784319	0.0636483	0.0706055
705	0.0891856	0.0574881	0.0574562
706	0.169804	0.125918	0.122983
707	0.094202	0.0802631	0.0767256
708	0.0996391	0.0666548	0.0686949
709	0.15489	0.125058	0.119269
710	0.117067	0.103831	0.0982173
711	0.129113	0.108314	0.109055
712	0.110015	0.112444	0.116915
713	0.0960273	0.0764253	0.0722072
714	0.0857885	0.0618305	0.073038
715	80.4819	0.324732	153.46
716	0.0725993	0.0605615	0.0641216
717	0.0884376	0.0581392	0.0581815
718	0.505367	0.0695367	0.066143
719	0.0953673	0.0665758	0.0767222
720	0.0780704	0.0644092	0.0736053
721	0.0812874	0.0879539	0.0827756
722	0.0806091	0.064475	0.0691316
723	0.0810631	0.0573035	0.057909
724	0.135245	0.125955	0.129481
725	0.0901107	0.06033	0.0761794
726	0.0804704	0.0674402	0.0805681
727	0.136557	0.13559	0.123861
728	0.0809647	0.0585155	0.0677655
729	0.0836674	0.0733833	0.080956
730	0.0793562	0.0631871	0.0620539
731	0.0851867	0.071817	0.0711346
732	0.0831848	0.0583913	0.0594026
733	0.0800923	0.0888752	0.0829051
