Time	cb	gl	xy
2.040000000000000000e+02	1.380307422574341247e+00	1.244779714588273123e+01	6.489734264526235030e+00
2.070000000000000000e+02	1.340618000611324412e+00	1.235331454459676337e+01	6.329472949229463907e+00
2.100000000000000000e+02	1.384293965703085494e+00	1.341519329355432433e+01	6.876711458109614483e+00
2.130000000000000000e+02	1.358105709488035551e+00	1.255221257090785691e+01	6.296251068267988416e+00
2.160000000000000000e+02	1.310880962311866904e+00	1.266409649039216490e+01	6.597123564035762833e+00
2.190000000000000000e+02	1.326182876188656268e+00	1.209015092011267178e+01	6.255796908295852887e+00
2.220000000000000000e+02	1.298166014933914481e+00	1.281831703767001507e+01	6.715596014583509188e+00
2.250000000000000000e+02	1.292645318095203999e+00	1.163154757294350894e+01	6.031759136410896893e+00
2.280000000000000000e+02	1.324839360981588499e+00	1.207895818037544089e+01	6.288364470278827056e+00
2.310000000000000000e+02	1.329989224646608514e+00	1.257360216689553489e+01	6.151423267931037664e+00
2.340000000000000000e+02	1.268833037715072498e+00	1.218770587509905745e+01	6.411210147940482607e+00
2.370000000000000000e+02	1.281139218516817557e+00	1.250250280017446514e+01	6.270286593286414245e+00
2.400000000000000000e+02	1.306507366052938712e+00	1.234804614811427648e+01	6.302190271288480083e+00
2.430000000000000000e+02	1.269168986713790304e+00	1.223981071989993907e+01	6.345967362239551157e+00
2.460000000000000000e+02	1.339689887350665076e+00	1.430565886488733440e+01	7.164284132104588920e+00
2.490000000000000000e+02	1.294576073235910174e+00	1.487111663106528248e+01	7.412981947768143343e+00
