2.002465	13.685916	7.016755
1.819146	13.023555	6.770606
1.829580	10.283482	5.462128
1.732133	11.092277	5.907696
1.743799	6.432292	3.836471
1.618608	7.315867	4.209462
1.625896	7.347074	4.357951
1.599881	7.722956	4.452891
1.610392	7.854430	4.566209
1.635052	8.253366	4.746068
1.679620	7.676942	4.377163
1.613987	8.527396	4.881356
1.629918	8.606826	4.877878
1.611713	8.604433	4.892578
1.625962	8.698202	4.944896
1.709684	8.057809	4.537807
1.696140	8.017398	4.530277
1.585346	9.067502	5.168546
1.674017	7.952369	4.512566
1.612359	9.298133	5.258631
1.605366	9.052520	5.127222
1.572218	9.164101	5.244764
1.624350	9.199111	5.196842
1.600813	9.227565	5.184728
1.603301	9.174823	5.195877
1.582453	9.133391	5.244141
1.589906	9.343079	5.268274
1.659917	8.225254	4.637813
1.664480	8.326696	4.695429
1.597032	9.303035	5.249571
1.588057	9.562534	5.369989
1.586593	9.358521	5.275210
1.556527	9.080657	5.236884
1.558779	9.187094	5.279714
1.557496	9.198982	5.287663
1.557996	9.339786	5.371549
1.588265	9.292202	5.265641
1.551667	9.059763	5.248850
1.575124	9.199699	5.239969
1.568807	9.195285	5.225867
1.573685	9.137351	5.212202
1.575213	9.041466	5.166450
1.573431	9.132813	5.212674
1.551593	9.251736	5.273840
1.553331	9.127493	5.222371
1.542382	9.278942	5.295855
1.550003	8.997322	5.174087
1.556001	9.063671	5.206017
1.528908	8.638107	5.076788
1.547390	7.081000	4.367609
1.576021	7.196091	4.349790
1.579409	7.225190	4.358182
1.578830	7.136552	4.320566
1.576983	7.136604	4.326688
1.577502	7.096504	4.299473
1.530627	6.150165	3.749872
1.581195	7.005174	4.222961
1.621514	7.560959	4.279005
1.633962	7.358058	4.300966
1.589133	9.123163	5.081156
1.642573	9.454706	5.299371
1.578444	8.574360	5.051371
1.523613	8.605975	4.854191
1.511365	8.739840	4.956753
1.518361	8.165191	4.764694
1.552673	8.919857	4.988196
1.521105	8.952128	5.192030
1.570040	9.844303	5.449451
1.605039	9.123764	5.064242
1.564928	9.150373	5.134674
1.571433	9.754674	5.474137
1.581888	10.031993	5.651176
1.548314	9.261506	5.174168
1.521846	8.753813	5.009890
1.546717	10.134897	5.577054
1.528265	9.649900	5.439202
1.518756	9.396039	5.301693
1.569939	9.835316	5.461048
1.555583	9.322777	5.342188
1.563966	9.068154	5.155646
1.536473	9.817103	5.489471
1.599379	9.196634	5.041225
1.610404	9.135304	5.044834
1.458429	7.870935	4.395461
1.573106	10.026620	5.576467
1.529048	9.521197	5.445408
1.513088	9.782331	5.510008
1.565974	9.840319	5.526027
1.522917	9.931654	5.531269
1.548167	10.021755	5.632089
1.526326	9.865630	5.566205
1.510116	9.917432	5.471536
1.569297	9.160650	5.199037
1.580564	10.302174	5.711784
1.620515	9.090471	5.072775
1.680687	10.188077	5.515793
1.598526	8.561296	4.819220
1.525936	10.593703	5.652850
1.591556	9.326733	5.075919
1.510082	9.825702	5.591220
1.511359	10.040132	5.659582
1.534404	11.121565	5.961294
1.541466	10.878284	5.924519
1.514499	10.773869	5.950402
1.523007	9.742431	5.613268
1.533952	10.458961	5.694741
1.623024	9.266822	5.076304
1.549157	10.675125	5.866921
1.558951	10.803258	5.869972
1.563507	10.635496	5.829494
1.538694	10.419248	5.816473
1.522243	10.700047	5.852031
1.617516	9.492085	5.174215
1.518933	11.068853	5.998124
1.542319	10.650286	5.838190
1.541553	10.450312	5.777369
1.548122	10.253790	5.750948
1.535112	10.815010	5.922334
1.507373	11.171350	6.113263
1.457075	11.189001	6.189519
1.571836	10.381055	5.699106
1.567485	11.649636	6.238200
1.543937	10.305855	5.633203
1.608951	10.171913	5.470124
1.565311	10.914977	5.979158
1.521358	10.801410	5.942365
1.550121	11.151456	6.062974
1.485802	11.605821	6.262443
1.601203	10.650918	5.661954
1.473273	10.480099	5.818735
1.563091	11.257950	6.121528
1.600403	9.872707	5.402177
1.598302	10.525335	5.681265
1.510038	11.090838	5.971086
1.515475	11.852638	6.294422
1.544221	12.146132	6.502350
1.527118	11.325722	6.111150
1.510370	10.926900	5.945331
1.474000	11.076624	6.009918
1.568578	9.519907	5.324635
1.516927	11.255259	6.194633
1.516018	11.430418	6.184003
1.487388	11.752182	6.236855
1.476271	11.004638	5.982825
1.526526	11.064534	6.047810
1.562580	11.483234	6.217562
1.525107	11.342967	6.135730
1.532848	10.965874	5.961209
1.536438	11.733444	6.285229
1.595123	10.841300	5.844455
1.566513	11.001516	5.919380
1.513231	11.559224	6.186766
1.536482	12.148190	6.462866
1.473356	10.699739	5.896938
1.468111	11.741532	6.311494
1.484307	12.009120	6.442227
1.573227	11.026726	5.939849
1.478124	11.234818	6.170744
1.529781	11.652738	6.284121
1.503223	11.138459	6.088103
1.564141	11.508899	6.183826
1.472039	11.789072	6.426661
1.511630	10.526541	5.705092
1.564888	10.743084	5.796301
1.481480	11.873370	6.377020
1.482784	12.350604	6.548942
1.503726	12.470275	6.654647
1.498527	11.995674	6.389073
1.488769	11.670825	6.322096
1.465715	11.857555	6.332781
1.585925	10.876218	5.848217
1.479767	11.140888	6.047941
1.537469	11.014843	6.002427
1.526566	10.713636	5.913295
1.519699	10.728518	5.928166
1.552515	9.316139	5.153713
1.585390	10.451693	5.616963
1.502984	11.344930	6.122287
1.472114	11.674310	6.379535
1.497560	11.226585	6.042740
1.500099	10.976714	5.916597
1.533449	11.323696	6.199914
1.536633	11.877826	6.444140
1.545406	11.314448	6.178953
1.527575	11.020283	6.018273
1.480457	11.918530	6.370559
1.547722	12.213054	6.478256
1.516876	12.247439	6.514151
1.488866	10.912387	5.994825
1.548597	11.058228	5.909815
1.439853	11.448041	6.276176
1.605938	10.327064	5.660991
1.484332	11.648570	6.345379
1.492891	11.016311	6.099364
1.530727	11.738657	6.348330
1.525520	11.502143	6.175445
1.542473	11.444824	6.206087
1.500881	11.115125	6.072483
1.503818	11.638915	6.262078
1.565868	13.197711	6.924452
