0	1.215	6.263	3.069
30	1.45	8.483	4.851
60	1.35	8.986	4.913
120	1.32	10.66	5.577
180	1.042	13.265	6.996
240	1.354	13.369	6.739
300	1.254	13.435	6.71
360	1.2	13.607	6.763
420	1.195	14.223	6.963
480	1.02	13.496	7.134
540	0.989	13.594	7.148
600	0.992	13.531	7.195
660	0.9	13.396	6.727
720	0.911	14.519	7.287
1440	0.79	13.655	6.967
