30	0.915	9.539	4.851
60	0.893	10.61	4.913
120	0.762	10.932	5.577
180	0.964	12.455	6.996
240	0.784	12.155	6.739
300	0.87	12.979	6.71
360	0.886	13.314	6.763
420	0.869	13.51	6.963
480	0.812	13.48	7.134
540	0.783	14.337	7.148
600	0.921	13.269	7.195
660	0.794	13.44	6.727
720	0.775	13.576	7.287
960	0.785	14.284	6.717
1200	0.729	14.305	6.967
1440	0.784	15.027	6.967
