# k	cb	gl	xy
1	0.184357	1.59762	0.773177
2	0.148273	1.04383	0.602971
3	0.134398	0.671511	0.413369
4	0.087864	0.671461	0.411721
5	0.0715324	0.559777	0.371029
6	0.0712904	0.442529	0.277711
7	0.0558858	0.395902	0.248529
8	0.046588	0.395735	0.231017
9	0.0401708	0.395728	0.196021
10	0.0398646	0.329417	0.164814
11	0.0397075	0.198792	0.163731
12	0.0339457	0.198574	0.151707
13	0.0303311	0.196567	0.119982
14	0.0302019	0.190581	0.092605
15	0.0296444	0.16466	0.0817149
