# k	cb	gl	xy
1	0.221998	2.00528	0.911085
2	0.194993	1.73493	0.826087
3	0.206743	1.41527	0.699019
4	0.132956	1.19596	0.627833
5	0.114419	1.08617	0.553713
6	0.105953	1.04963	0.546376
7	0.107453	1.12284	0.578642
8	0.112185	1.13163	0.587327
9	0.117656	1.13258	0.593198
10	0.121269	1.14754	0.611953
11	0.124513	1.15106	0.624957
12	0.125627	1.15936	0.628144
13	0.127873	1.16121	0.639644
14	0.128731	1.17173	0.644801
15	0.130587	1.16843	0.639026
