# Wavelength	Beta
6040	0.473407
6041	0.988375
6042	1.62552
6043	2.3161
6044	2.96436
6045	3.43338
6046	3.62319
6047	3.54576
6048	3.2816
6049	2.92227
6050	2.56698
6051	2.29109
6052	2.10027
6053	1.93858
6054	1.75198
6055	1.55358
6056	1.39926
6057	1.31257
6058	1.25839
6059	1.15576
6060	0.919682
6061	0.550892
6062	0.189185
6063	-0.00315639
6064	0.0315304
6065	0.246843
6066	0.565683
6067	0.924032
6068	1.26886
6069	1.55387
6070	1.76378
6071	1.93088
6072	2.09357
6073	2.23846
6074	2.29042
6075	2.17053
6076	1.85537
6077	1.42278
6078	1.02871
6079	0.81021
6080	0.821053
6081	1.05328
6082	1.46549
6083	2.00697
6084	2.62815
6085	3.28021
6086	3.92231
6087	4.49483
6088	4.86822
6089	4.8519
6090	4.35615
6091	3.5151
6092	2.56214
6093	1.66033
6094	0.904165
6095	0.351446
6096	0.01319
6097	-0.143884
6098	-0.154264
6099	-0.0281989
6100	0.230189
6101	0.567917
6102	0.866733
6103	1.02384
6104	1.04079
6105	1.00481
6106	1.00545
6107	1.08401
6108	1.21861
6109	1.34276
6110	1.41292
6111	1.4609
6112	1.5528
6113	1.73756
6114	2.04325
6115	2.47915
6116	2.99234
6117	3.41226
6118	3.54453
6119	3.36097
6120	2.99651
6121	2.60864
6122	2.28156
6123	2.00209
6124	1.69177
6125	1.31306
6126	0.953012
6127	0.767089
6128	0.846727
6129	1.151
6130	1.54214
6131	1.90183
6132	2.17517
6133	2.33619
6134	2.38473
6135	2.35914
6136	2.29908
6137	2.1753
6138	1.91432
6139	1.48382
6140	0.958401
6141	0.486154
6142	0.192848
6143	0.104119
6144	0.154471
6145	0.25968
6146	0.377341
6147	0.510686
6148	0.674118
6149	0.879984
6150	1.15312
6151	1.52745
6152	1.98552
6153	2.41242
6154	2.65669
6155	2.65553
6156	2.44965
6157	2.09701
6158	1.65
6159	1.19119
6160	0.81785
6161	0.58507
6162	0.483128
6163	0.465705
6164	0.489799
6165	0.537134
6166	0.611442
6167	0.71439
6168	0.816778
6169	0.872104
6170	0.863188
6171	0.801508
6172	0.679781
6173	0.491396
6174	0.310348
6175	0.288681
6176	0.523333
6177	0.950795
6178	1.4031
6179	1.77139
6180	2.08235
6181	2.42805
6182	2.86888
6183	3.3803
6184	3.85576
6185	4.15416
6186	4.18037
6187	3.9336
6188	3.48166
6189	2.91076
6190	2.32814
6191	1.86335
6192	1.57172
6193	1.37413
6194	1.16145
6195	0.932872
6196	0.771724
6197	0.736655
6198	0.811705
6199	0.928631
6200	1.01705
6201	1.03775
6202	0.995921
6203	0.942554
6204	0.943775
6205	1.03473
6206	1.19206
6207	1.3257
6208	1.31796
6209	1.12671
6210	0.841394
6211	0.597292
6212	0.463757
6213	0.424397
6214	0.419759
6215	0.413773
6216	0.421768
6217	0.485217
6218	0.645979
6219	0.931624
6220	1.34105
6221	1.82749
6222	2.29269
6223	2.60389
6224	2.66758
6225	2.50894
6226	2.24756
6227	1.98793
6228	1.75709
6229	1.53176
6230	1.31051
6231	1.12844
6232	1.00692
6233	0.938938
6234	0.928623
6235	1.00692
6236	1.20639
6237	1.52554
6238	1.91044
6239	2.27537
6240	2.54845
6241	2.70558
6242	2.77539
6243	2.79103
6244	2.74619
6245	2.59798
6246	2.31003
6247	1.90069
6248	1.43911
6249	1.00841
6250	0.672505
6251	0.464795
6252	0.38937
6253	0.433026
6254	0.571574
6255	0.76794
6256	0.964097
6257	1.1062
6258	1.19441
6259	1.27684
6260	1.37518
6261	1.44488
6262	1.40879
6263	1.23363
6264	0.973518
6265	0.731174
6266	0.568279
6267	0.46861
6268	0.403616
6269	0.394177
6270	0.486316
6271	0.666688
6272	0.840597
6273	0.930604
6274	0.986126
6275	1.13859
6276	1.45469
6277	1.85319
6278	2.18305
6279	2.34594
6280	2.30277
6281	2.01796
6282	1.50741
6283	0.905138
6284	0.401994
6285	0.120116
6286	0.0483051
6287	0.0613957
6288	0.0313552
6289	-0.0555209
6290	-0.0892012
6291	0.0615997
6292	0.443026
6293	1.00489
6294	1.65597
6295	2.2696
6296	2.63583
6297	2.57591
6298	2.15161
6299	1.63721
6300	1.28414
6301	1.16666
6302	1.19016
6303	1.21155
6304	1.16182
6305	1.09751
6306	1.13998
6307	1.3419
6308	1.64652
6309	1.94607
6310	2.13698
6311	2.14519
6312	1.92231
6313	1.44696
6314	0.787121
6315	0.109894
6316	-0.445817
6317	-0.851268
6318	-1.1226
6319	-1.21016
6320	-0.978362
6321	-0.324856
6322	0.665692
6323	1.73178
6324	2.60698
6325	3.13748
6326	3.29706
6327	3.13924
6328	2.74827
6329	2.23572
6330	1.72753
6331	1.28902
6332	0.898437
6333	0.523791
6334	0.201301
6335	0.0122639
6336	0.0132107
6337	0.192703
6338	0.475157
6339	0.770542
6340	1.01579
6341	1.17842
6342	1.24819
6343	1.23658
6344	1.16236
6345	1.04317
6346	0.894828
6347	0.736137
6348	0.590024
6349	0.490435
6350	0.472998
6351	0.534414
6352	0.61031
6353	0.61453
6354	0.507417
6355	0.326859
6356	0.145436
6357	0.0191043
6358	-0.0173113
6359	0.0364825
6360	0.126895
6361	0.164361
6362	0.0918184
6363	-0.0498675
6364	-0.156028
6365	-0.142651
6366	0.00825946
6367	0.255118
6368	0.517073
6369	0.707598
6370	0.787649
6371	0.784294
6372	0.747291
6373	0.716251
6374	0.727076
6375	0.797772
6376	0.879657
6377	0.869532
6378	0.709748
6379	0.452688
6380	0.191968
6381	-0.0261837
6382	-0.206368
6383	-0.367994
6384	-0.514967
6385	-0.627175
6386	-0.678931
6387	-0.671461
6388	-0.633617
6389	-0.57604
6390	-0.449537
6391	-0.176392
6392	0.264889
6393	0.797472
6394	1.28891
6395	1.62195
6396	1.72636
6397	1.59215
6398	1.29067
6399	0.958163
6400	0.717482
6401	0.609875
6402	0.586929
6403	0.557946
6404	0.456756
6405	0.294433
6406	0.159713
6407	0.138988
6408	0.238397
6409	0.389537
6410	0.514065
6411	0.572613
6412	0.561378
6413	0.47918
6414	0.332124
6415	0.153645
6416	-0.0126251
6417	-0.136763
6418	-0.20284
6419	-0.208013
6420	-0.167014
6421	-0.107022
6422	-0.0573122
6423	-0.0482676
6424	-0.110578
6425	-0.24605
6426	-0.402332
6427	-0.509602
6428	-0.544548
6429	-0.54028
6430	-0.537861
6431	-0.540227
6432	-0.523079
6433	-0.466098
6434	-0.358308
6435	-0.195259
6436	0.0117428
6437	0.222306
6438	0.378675
6439	0.442688
6440	0.410545
6441	0.302162
6442	0.164715
6443	0.061103
6444	0.0304411
6445	0.0622346
6446	0.116716
6447	0.163948
6448	0.189089
6449	0.172795
6450	0.0964701
6451	-0.038401
6452	-0.201144
6453	-0.347138
6454	-0.439009
6455	-0.463084
6456	-0.434668
6457	-0.38217
6458	-0.315695
6459	-0.211573
6460	-0.0513646
6461	0.135922
6462	0.298922
6463	0.419648
6464	0.503668
6465	0.526756
6466	0.436794
6467	0.226268
6468	-0.0361438
6469	-0.250012
6470	-0.350148
6471	-0.338697
6472	-0.271267
6473	-0.218032
6474	-0.216748
6475	-0.258439
6476	-0.324079
6477	-0.407741
6478	-0.491555
6479	-0.539009
6480	-0.541759
6481	-0.538399
6482	-0.554033
6483	-0.558311
6484	-0.51165
6485	-0.424923
6486	-0.351468
6487	-0.327019
6488	-0.336938
6489	-0.339319
6490	-0.306567
6491	-0.234478
6492	-0.130278
6493	-0.00967603
6494	0.0948977
6495	0.142873
6496	0.122057
6497	0.0709289
6498	0.0492963
6499	0.0774933
6500	0.11583
6501	0.105911
6502	0.0294829
6503	-0.0809399
6504	-0.180457
6505	-0.247494
6506	-0.273469
6507	-0.245064
6508	-0.16206
6509	-0.0632562
6510	0.00742389
6511	0.0618556
6512	0.150828
6513	0.280428
6514	0.370145
6515	0.323503
6516	0.132189
6517	-0.120938
6518	-0.340708
6519	-0.483746
6520	-0.558664
6521	-0.582399
6522	-0.553788
6523	-0.472709
6524	-0.371511
6525	-0.295429
6526	-0.243925
6527	-0.166594
6528	-0.0381694
6529	0.0826665
6530	0.101098
6531	-0.0109979
6532	-0.192388
6533	-0.360151
6534	-0.472524
6535	-0.527852
6536	-0.524302
6537	-0.45517
6538	-0.344809
6539	-0.262514
6540	-0.270744
6541	-0.361928
6542	-0.466345
6543	-0.519969
6544	-0.513975
6545	-0.478908
6546	-0.442713
6547	-0.402726
6548	-0.335725
6549	-0.226324
6550	-0.0822968
6551	0.0842073
6552	0.272606
6553	0.471675
6554	0.62762
6555	0.664748
6556	0.547093
6557	0.319464
6558	0.0763433
6559	-0.108724
6560	-0.210764
6561	-0.241342
6562	-0.226578
6563	-0.189634
6564	-0.149258
6565	-0.127376
6566	-0.145899
6567	-0.213329
6568	-0.316471
6569	-0.426665
6570	-0.511612
6571	-0.55246
6572	-0.552478
6573	-0.532191
6574	-0.509984
6575	-0.483041
6576	-0.429066
6577	-0.320003
6578	-0.132304
6579	0.138217
6580	0.449493
6581	0.705639
6582	0.801893
6583	0.704048
6584	0.479991
6585	0.241591
6586	0.0575409
6587	-0.0744947
6588	-0.198344
6589	-0.35424
6590	-0.545111
6591	-0.736812
6592	-0.881495
6593	-0.94373
6594	-0.914652
6595	-0.813766
6596	-0.682999
6597	-0.562631
6598	-0.460847
6599	-0.363649
6600	-0.273785
6601	-0.21738
6602	-0.208528
6603	-0.227378
6604	-0.241449
6605	-0.227712
6606	-0.17837
6607	-0.100137
6608	-0.0133352
6609	0.0541902
6610	0.0882221
6611	0.103278
6612	0.124722
6613	0.156718
6614	0.172083
6615	0.137557
6616	0.0496524
6617	-0.0595648
6618	-0.146684
6619	-0.183454
6620	-0.166855
6621	-0.113707
6622	-0.0576319
6623	-0.0377488
6624	-0.0617093
6625	-0.0869946
6626	-0.0595746
6627	0.0354765
6628	0.157615
6629	0.239014
6630	0.247931
6631	0.214468
6632	0.186321
6633	0.176939
6634	0.162744
6635	0.11961
6636	0.0422623
6637	-0.0705729
6638	-0.225411
6639	-0.416187
6640	-0.6059
6641	-0.744868
6642	-0.810957
6643	-0.819305
6644	-0.793469
6645	-0.7396
6646	-0.646133
6647	-0.501589
6648	-0.31408
6649	-0.11625
6650	0.0556544
6651	0.190397
6652	0.303182
6653	0.408524
6654	0.49971
6655	0.553373
6656	0.548111
6657	0.484161
6658	0.391118
6659	0.30963
6660	0.264768
6661	0.256826
6662	0.265001
6663	0.261726
6664	0.228968
6665	0.170061
6666	0.105319
6667	0.0525327
6668	0.0171082
6669	-0.00242777
6670	-0.00688441
6671	0.00554738
6672	0.034672
6673	0.072352
6674	0.101144
6675	0.105567
6676	0.0866802
6677	0.0560219
6678	0.0212095
6679	-0.0177839
6680	-0.064173
6681	-0.118368
6682	-0.174812
6683	-0.225039
6684	-0.263352
6685	-0.285157
6686	-0.281759
6687	-0.244835
6688	-0.175321
6689	-0.0879693
6690	-0.0074246
6691	0.0442289
6692	0.0597841
6693	0.043724
6694	0.00716433
6695	-0.0394132
6696	-0.09393
6697	-0.159882
6698	-0.233069
6699	-0.297465
6700	-0.333017
6701	-0.32704
6702	-0.284996
6703	-0.214725
6704	-0.10904
6705	0.0422699
6706	0.217573
6707	0.367075
6708	0.449872
6709	0.464804
6710	0.442568
6711	0.41564
6712	0.397198
6713	0.383284
6714	0.35917
6715	0.30221
6716	0.194359
6717	0.0444335
6718	-0.105686
6719	-0.211865
6720	-0.258303
6721	-0.265276
6722	-0.273633
6723	-0.315675
6724	-0.395847
6725	-0.488557
6726	-0.549931
6727	-0.544029
6728	-0.461171
6729	-0.314087
6730	-0.130888
6731	0.0469701
6732	0.18083
6733	0.256794
6734	0.293646
6735	0.329401
6736	0.391552
6737	0.471391
6738	0.527513
6739	0.519666
6740	0.450318
6741	0.36339
6742	0.28773
6743	0.210363
6744	0.109556
6745	-0.00354944
6746	-0.0879843
6747	-0.118998
6748	-0.117884
6749	-0.132786
6750	-0.188998
6751	-0.268916
6752	-0.345481
6753	-0.40988
6754	-0.457852
6755	-0.473151
6756	-0.442635
6757	-0.372801
6758	-0.281035
6759	-0.180219
6760	-0.0748084
6761	0.0309514
6762	0.126835
6763	0.201735
6764	0.251584
6765	0.280711
6766	0.290975
6767	0.273828
6768	0.224891
6769	0.159324
6770	0.108019
6771	0.0962397
6772	0.123674
6773	0.173048
6774	0.229107
6775	0.280794
6776	0.310077
6777	0.290587
6778	0.208232
6779	0.081281
6780	-0.0531052
6781	-0.169777
6782	-0.262996
6783	-0.334736
6784	-0.384219
6785	-0.403257
6786	-0.377642
6787	-0.295893
6788	-0.164722
6789	-0.0173343
6790	0.106086
6791	0.187244
6792	0.22715
6793	0.22409
6794	0.172181
6795	0.0784047
6796	-0.0309858
6797	-0.126227
6798	-0.191623
6799	-0.231029
6800	-0.257502
6801	-0.272289
6802	-0.255256
6803	-0.182095
6804	-0.0574613
6805	0.067708
6806	0.144754
6807	0.171642
6808	0.164071
6809	0.129917
6810	0.0759045
6811	0.0180922
6812	-0.0213678
6813	-0.0297387
6814	-0.018881
6815	-0.0177572
6816	-0.0494386
6817	-0.112652
6818	-0.175483
6819	-0.193272
6820	-0.143202
6821	-0.0457223
6822	0.0537011
6823	0.120547
6824	0.144511
6825	0.12743
6826	0.0811542
6827	0.0387819
6828	0.0387558
6829	0.0815482
6830	0.12334
6831	0.112701
6832	0.026295
6833	-0.109836
6834	-0.241119
6835	-0.337921
6836	-0.404876
6837	-0.455888
6838	-0.495878
6839	-0.52522
6840	-0.555893
6841	-0.593026
6842	-0.598248
6843	-0.503565
6844	-0.284075
6845	0.00309437
6846	0.272579
6847	0.478789
6848	0.611613
6849	0.658246
6850	0.617657
6851	0.522768
6852	0.40768
6853	0.277196
6854	0.108843
6855	-0.125611
6856	-0.440372
6857	-0.81347
6858	-1.15298
6859	-1.35129
6860	-1.3729
6861	-1.24181
6862	-1.02295
6863	-0.790816
6864	-0.592485
6865	-0.444723
6866	-0.334874
6867	-0.23101
6868	-0.113091
6869	0.000998868
6870	0.0759972
6871	0.104677
6872	0.110086
6873	0.111637
6874	0.106276
6875	0.0787513
6876	0.0260921
6877	-0.0265284
6878	-0.0315976
6879	0.0583648
6880	0.263427
6881	0.558024
6882	0.859478
6883	1.04818
6884	1.01959
6885	0.711437
6886	0.204493
6887	-0.246367
6888	-0.496468
6889	-0.604064
6890	-0.69632
6891	-0.820888
6892	-0.912455
6893	-0.912014
6894	-0.786538
6895	-0.544639
6896	-0.291124
6897	-0.190982
6898	-0.314184
6899	-0.545065
6900	-0.751967
6901	-0.875284
6902	-0.897609
6903	-0.858365
6904	-0.80377
6905	-0.755758
6906	-0.720126
6907	-0.666037
6908	-0.516018
6909	-0.19985
6910	0.235308
6911	0.598417
6912	0.748216
6913	0.722417
6914	0.633333
6915	0.551838
6916	0.467722
6917	0.311203
6918	0.0548852
6919	-0.272906
6920	-0.650544
6921	-1.02334
6922	-1.25322
6923	-1.22589
6924	-0.964324
6925	-0.631105
6926	-0.375478
6927	-0.221291
6928	-0.123417
6929	-0.0192819
6930	0.134223
6931	0.316081
6932	0.418209
6933	0.305048
6934	-0.0321269
6935	-0.397145
6936	-0.610554
6937	-0.66951
6938	-0.63769
6939	-0.550352
6940	-0.424139
6941	-0.272507
6942	-0.10576
6943	0.0643784
6944	0.213465
6945	0.304711
6946	0.319621
6947	0.233266
6948	0.0359952
6949	-0.21105
6950	-0.444413
6951	-0.647463
6952	-0.826488
6953	-0.970159
6954	-1.00922
6955	-0.836077
6956	-0.360074
6957	0.380192
6958	1.12164
6959	1.68859
6960	2.07881
6961	2.27791
6962	2.26167
6963	2.04555
6964	1.72565
6965	1.36363
6966	0.927007
6967	0.38421
6968	-0.212185
6969	-0.741196
6970	-1.10396
6971	-1.27318
6972	-1.27173
6973	-1.15136
6974	-0.968817
6975	-0.757952
6976	-0.532598
6977	-0.30063
6978	-0.0587599
6979	0.210131
6980	0.524873
6981	0.860298
6982	1.08927
6983	1.06991
6984	0.816321
6985	0.470946
6986	0.153406
6987	-0.0815565
6988	-0.202558
6989	-0.199512
6990	-0.127569
6991	-0.107171
6992	-0.198465
6993	-0.340533
6994	-0.415767
6995	-0.384959
6996	-0.304405
6997	-0.248133
6998	-0.2583
6999	-0.314781
7000	-0.350982
7001	-0.319489
7002	-0.215532
7003	-0.0583425
7004	0.111177
7005	0.21693
7006	0.180295
7007	0.00952842
7008	-0.212903
7009	-0.386193
7010	-0.437844
7011	-0.401128
7012	-0.436039
7013	-0.682428
7014	-1.12272
7015	-1.47832
7016	-1.5265
7017	-1.43084
7018	-1.38626
7019	-1.43761
7020	-1.53516
7021	-1.55858
7022	-1.37726
7023	-1.00024
7024	-0.534656
7025	-0.0933912
7026	0.248015
7027	0.490942
7028	0.663844
7029	0.741495
7030	0.639388
7031	0.340369
7032	-0.0385807
7033	-0.413913
7034	-0.755925
7035	-1.03256
7036	-1.23159
7037	-1.34362
7038	-1.37528
7039	-1.35953
7040	-1.30365
7041	-1.18307
7042	-0.974251
7043	-0.663187
7044	-0.299211
7045	-0.00137773
7046	0.173391
7047	0.261562
7048	0.322676
7049	0.388246
7050	0.457624
7051	0.512905
7052	0.52986
7053	0.500733
7054	0.448295
7055	0.389546
7056	0.309274
7057	0.186153
7058	0.0304042
7059	-0.123108
7060	-0.258102
7061	-0.396836
7062	-0.565041
7063	-0.751607
7064	-0.910037
7065	-0.981174
7066	-0.931981
7067	-0.785773
7068	-0.605851
7069	-0.449013
7070	-0.356823
7071	-0.346145
7072	-0.388121
7073	-0.427098
7074	-0.420293
7075	-0.367077
7076	-0.320273
7077	-0.336941
7078	-0.404678
7079	-0.452751
7080	-0.441494
7081	-0.388183
7082	-0.320936
7083	-0.24843
7084	-0.167365
7085	-0.0834316
7086	-0.00742348
7087	0.0663364
7088	0.147574
7089	0.213821
7090	0.216447
7091	0.132832
7092	0.00185772
7093	-0.108794
7094	-0.162932
7095	-0.174422
7096	-0.180002
7097	-0.201412
7098	-0.236756
7099	-0.275429
7100	-0.303867
7101	-0.2982
7102	-0.228333
7103	-0.0953441
7104	0.0386276
7105	0.102327
7106	0.0852978
7107	0.0321511
7108	-0.00791379
7109	-0.0173678
7110	-0.00839688
7111	0.0049655
7112	0.0216112
7113	0.0390072
7114	0.0448169
7115	0.0317417
7116	0.00937974
7117	-0.00571655
7118	-0.00334655
7119	0.0189263
7120	0.0606306
7121	0.116459
7122	0.171166
7123	0.209125
7124	0.220677
7125	0.201689
7126	0.165923
7127	0.139177
7128	0.133507
7129	0.143068
7130	0.152438
7131	0.144857
7132	0.112262
7133	0.056673
7134	-0.0112749
7135	-0.063736
7136	-0.0772618
7137	-0.0596452
7138	-0.0302893
7139	-0.00286458
7140	0.017845
7141	0.0357052
7142	0.0582106
7143	0.0901201
7144	0.12942
7145	0.171233
7146	0.213563
7147	0.248816
7148	0.261281
7149	0.250809
7150	0.235085
7151	0.227049
7152	0.227732
7153	0.233342
7154	0.246682
7155	0.276823
7156	0.322128
7157	0.349032
7158	0.312474
7159	0.224774
7160	0.138777
7161	0.0871105
7162	0.0734762
7163	0.089853
7164	0.128028
7165	0.176963
7166	0.222782
7167	0.260051
7168	0.288754
7169	0.302085
7170	0.301367
7171	0.300114
7172	0.305592
7173	0.31444
7174	0.319326
7175	0.319545
7176	0.320946
7177	0.324913
7178	0.325281
7179	0.316797
7180	0.299832
7181	0.27899
7182	0.263853
7183	0.266581
7184	0.294563
7185	0.33962
7186	0.37692
7187	0.385266
7188	0.364624
7189	0.33266
7190	0.310627
7191	0.308311
7192	0.321892
7193	0.34145
7194	0.35458
7195	0.346586
7196	0.305611
7197	0.239831
7198	0.183051
7199	0.16507
7200	0.188452
7201	0.237498
7202	0.301905
7203	0.383278
7204	0.481405
7205	0.589222
7206	0.702114
7207	0.807408
7208	0.877608
7209	0.904628
7210	0.912467
7211	0.906933
7212	0.853802
7213	0.764134
7214	0.702261
7215	0.682997
7216	0.669877
7217	0.625134
7218	0.562959
7219	0.540173
7220	0.587475
7221	0.68349
7222	0.755154
7223	0.708964
7224	0.547187
7225	0.382896
7226	0.290544
7227	0.282245
7228	0.356945
7229	0.511282
7230	0.724922
7231	0.907741
7232	0.924532
7233	0.818743
7234	0.730694
7235	0.721647
7236	0.737744
7237	0.65093
7238	0.513758
7239	0.415441
7240	0.359283
7241	0.330212
7242	0.314586
7243	0.308616
7244	0.319625
7245	0.346239
7246	0.367051
7247	0.361224
7248	0.343872
7249	0.338963
7250	0.347769
7251	0.35695
7252	0.36446
7253	0.385551
7254	0.439528
7255	0.543629
7256	0.698597
7257	0.879972
7258	1.08844
7259	1.38537
7260	1.79962
7261	2.19729
7262	2.40897
7263	2.4369
7264	2.36388
7265	2.25624
7266	2.13825
7267	2.04725
7268	2.05961
7269	2.23089
7270	2.51069
7271	2.76515
7272	2.93791
7273	3.09211
7274	3.29943
7275	3.38652
7276	3.07807
7277	2.51729
7278	1.92485
7279	1.33266
7280	0.837255
7281	0.543094
7282	0.420946
7283	0.411745
7284	0.478685
7285	0.577637
7286	0.668515
7287	0.805782
7288	1.09772
7289	1.52546
7290	1.75747
7291	1.65126
7292	1.5029
7293	1.45828
7294	1.49398
7295	1.55758
7296	1.63729
7297	1.75752
7298	1.88717
7299	1.84565
7300	1.36044
7301	0.510745
7302	-0.170565
7303	-0.498561
7304	-0.581056
7305	-0.51661
7306	-0.418741
7307	-0.358966
7308	-0.324763
7309	-0.228246
7310	0.292741
7311	1.1292
7312	1.06327
7313	0.817325
7314	0.61199
7315	0.469234
7316	0.403522
7317	0.398811
7318	0.434292
7319	0.46931
7320	0.426341
7321	0.347861
7322	0.279387
7323	0.19623
7324	0.160932
7325	0.191332
7326	0.298015
7327	0.565318
7328	1.2022
7329	1.93023
7330	1.49659
7331	0.771818
7332	0.370115
7333	0.158218
7334	0.022429
7335	-0.0671185
7336	-0.0993452
7337	-0.064236
7338	0.0500257
7339	0.138362
7340	0.139814
7341	0.154894
7342	0.205819
7343	0.280341
7344	0.344126
7345	0.382136
7346	0.419132
7347	0.467755
7348	0.462145
7349	0.305693
7350	0.167112
7351	0.12361
7352	0.109129
7353	0.0904449
7354	0.0630566
7355	0.0326244
7356	0.0139023
7357	0.0396089
7358	0.131611
7359	0.234856
7360	0.27172
7361	0.246435
7362	0.222736
7363	0.245957
7364	0.257926
7365	0.188577
7366	-0.0169023
7367	-0.320095
7368	-0.455165
7369	-0.345046
7370	-0.0502702
7371	0.370163
7372	0.562611
7373	0.402587
7374	0.289064
7375	0.313617
7376	0.442974
7377	0.716178
7378	1.09788
7379	1.23332
7380	1.04462
7381	0.868595
7382	0.817203
7383	0.857682
7384	0.918578
7385	0.941503
7386	0.924325
7387	0.875994
7388	0.743707
7389	0.457582
7390	0.0827037
7391	-0.275587
7392	-0.582157
7393	-0.766152
7394	-0.771979
7395	-0.633754
7396	-0.37694
7397	0.061329
7398	0.691939
7399	1.30509
7400	1.7479
7401	2.09518
7402	2.38651
7403	2.51619
7404	2.42527
7405	2.21296
7406	1.9962
7407	1.83643
7408	1.77304
7409	1.81767
7410	1.89508
7411	1.8344
7412	1.50909
7413	1.07572
7414	0.736001
7415	0.534411
7416	0.504208
7417	0.662349
7418	0.932448
7419	1.22559
7420	1.614
7421	2.30407
7422	3.3119
7423	4.35066
7424	5.16051
7425	5.72271
7426	6.10983
7427	6.29028
7428	6.23952
7429	6.16453
7430	6.29769
7431	6.63193
7432	7.0183
7433	7.35032
7434	7.52264
7435	7.35579
7436	6.80895
7437	6.13239
7438	5.60792
7439	5.28651
7440	5.05496
7441	4.78332
7442	4.31427
7443	3.43025
7444	2.09999
7445	0.814163
7446	0.138038
7447	0.140958
7448	0.583765
7449	1.1493
7450	1.57183
7451	1.75694
7452	1.81043
7453	1.94306
7454	2.33917
7455	3.03801
7456	3.85552
7457	4.43771
7458	4.48386
7459	3.9267
7460	3.0022
7461	2.18866
7462	1.8014
7463	1.74843
7464	1.74711
7465	1.58764
7466	1.24951
7467	0.834145
7468	0.45786
7469	0.275459
7470	0.47076
7471	1.12484
7472	2.09418
7473	3.11333
7474	4.01268
7475	4.71336
7476	5.15181
7477	5.35357
7478	5.41853
7479	5.38952
7480	5.23298
7481	4.91841
7482	4.42139
7483	3.67779
7484	2.69615
7485	1.77306
7486	1.31932
7487	1.47396
7488	2.06401
7489	2.83051
7490	3.50719
7491	3.84865
7492	3.77005
7493	3.35361
7494	2.89579
7495	2.35523
7496	1.82404
7497	1.35923
7498	0.980644
7499	0.684915
7500	0.459065
