# Wavelength	Beta
6035	0.494555
6036	0.293311
6037	0.163166
6038	0.146043
6039	0.304488
6040	0.677093
6041	1.24148
6042	1.93135
6043	2.67549
6044	3.37125
6045	3.86986
6046	4.06361
6047	3.96728
6048	3.66942
6049	3.27154
6050	2.88408
6051	2.58906
6052	2.38986
6053	2.22508
6054	2.03935
6055	1.84852
6056	1.70593
6057	1.62534
6058	1.56298
6059	1.43399
6060	1.15191
6061	0.721873
6062	0.300004
6063	0.0669919
6064	0.0882848
6065	0.313927
6066	0.657516
6067	1.04404
6068	1.41202
6069	1.71351
6070	1.93882
6071	2.1273
6072	2.31917
6073	2.49526
6074	2.57009
6075	2.45523
6076	2.1244
6077	1.66643
6078	1.25799
6079	1.04969
6080	1.09175
6081	1.36322
6082	1.81208
6083	2.38417
6084	3.03049
6085	3.70607
6086	4.37959
6087	4.99875
6088	5.4231
6089	5.43045
6090	4.90727
6091	3.99938
6092	2.97268
6093	2.01042
6094	1.21057
6095	0.62748
6096	0.267389
6097	0.0927627
6098	0.0681914
6099	0.185206
6100	0.439587
6101	0.77362
6102	1.06111
6103	1.19374
6104	1.17583
6105	1.10652
6106	1.08877
6107	1.16995
6108	1.32297
6109	1.46993
6110	1.56161
6111	1.63582
6112	1.76804
6113	2.01127
6114	2.39206
6115	2.91571
6116	3.51958
6117	4.00971
6118	4.16581
6119	3.95459
6120	3.52881
6121	3.07337
6122	2.69491
6123	2.38503
6124	2.05255
6125	1.64892
6126	1.26806
6127	1.07938
6128	1.17555
6129	1.50273
6130	1.91159
6131	2.28299
6132	2.56415
6133	2.72815
6134	2.77328
6135	2.73818
6136	2.66357
6137	2.51969
6138	2.23141
6139	1.76357
6140	1.18939
6141	0.6619
6142	0.318074
6143	0.193255
6144	0.224838
6145	0.327226
6146	0.456067
6147	0.611332
6148	0.803129
6149	1.04379
6150	1.36624
6151	1.81577
6152	2.37664
6153	2.91714
6154	3.25688
6155	3.30724
6156	3.09382
6157	2.67232
6158	2.1107
6159	1.52374
6160	1.03966
6161	0.730388
6162	0.587095
6163	0.552915
6164	0.571201
6165	0.616449
6166	0.695286
6167	0.816918
6168	0.95395
6169	1.05294
6170	1.0866
6171	1.05568
6172	0.940603
6173	0.728885
6174	0.506612
6175	0.449831
6176	0.672275
6177	1.11056
6178	1.58736
6179	1.9853
6180	2.32794
6181	2.70928
6182	3.19523
6183	3.7656
6184	4.31219
6185	4.68601
6186	4.78294
6187	4.5935
6188	4.17475
6189	3.60244
6190	2.98094
6191	2.45031
6192	2.08193
6193	1.80639
6194	1.5199
6195	1.22841
6196	1.01963
6197	0.951835
6198	1.00757
6199	1.11688
6200	1.20603
6201	1.23339
6202	1.20587
6203	1.17804
6204	1.21519
6205	1.34508
6206	1.53332
6207	1.67855
6208	1.65567
6209	1.42808
6210	1.10341
6211	0.832859
6212	0.687938
6213	0.644965
6214	0.637755
6215	0.629616
6216	0.638077
6217	0.70599
6218	0.876814
6219	1.17943
6220	1.61199
6221	2.12511
6222	2.61627
6223	2.94544
6224	3.01247
6225	2.84493
6226	2.57427
6227	2.31388
6228	2.08695
6229	1.85767
6230	1.61988
6231	1.41656
6232	1.27716
6233	1.19665
6234	1.17926
6235	1.25596
6236	1.45839
6237	1.78363
6238	2.17786
6239	2.55482
6240	2.83885
6241	3.00328
6242	3.08129
6243	3.11239
6244	3.08781
6245	2.95292
6246	2.65845
6247	2.21812
6248	1.70707
6249	1.22117
6250	0.837158
6251	0.596039
6252	0.503965
6253	0.547629
6254	0.702
6255	0.925438
6256	1.15076
6257	1.31822
6258	1.43474
6259	1.56022
6260	1.71619
6261	1.84267
6262	1.84269
6263	1.67028
6264	1.37768
6265	1.07696
6266	0.848266
6267	0.692032
6268	0.585593
6269	0.548674
6270	0.626431
6271	0.805502
6272	0.989488
6273	1.10093
6274	1.19472
6275	1.40692
6276	1.79758
6277	2.26718
6278	2.64874
6279	2.83714
6280	2.78728
6281	2.45763
6282	1.87095
6283	1.18286
6284	0.603969
6285	0.2641
6286	0.152335
6287	0.140583
6288	0.0957298
6289	0.000647265
6290	-0.0332507
6291	0.12892
6292	0.534539
6293	1.13283
6294	1.83241
6295	2.50074
6296	2.90907
6297	2.85957
6298	2.41656
6299	1.87422
6300	1.49942
6301	1.37012
6302	1.39066
6303	1.41738
6304	1.37831
6305	1.32398
6306	1.37399
6307	1.58577
6308	1.90721
6309	2.23152
6310	2.45194
6311	2.48725
6312	2.27856
6313	1.79432
6314	1.10109
6315	0.3765
6316	-0.227874
6317	-0.675717
6318	-0.976825
6319	-1.07551
6320	-0.835401
6321	-0.159681
6322	0.860698
6323	1.9611
6324	2.87178
6325	3.43044
6326	3.60164
6327	3.43509
6328	3.01715
6329	2.46624
6330	1.91751
6331	1.44183
6332	1.01717
6333	0.611494
6334	0.265938
6335	0.0670646
6336	0.0718764
6337	0.265669
6338	0.569934
6339	0.892542
6340	1.16481
6341	1.34621
6342	1.42422
6343	1.41641
6344	1.34759
6345	1.2346
6346	1.08794
6347	0.92331
6348	0.765088
6349	0.651801
6350	0.62493
6351	0.684951
6352	0.766269
6353	0.77805
6354	0.675098
6355	0.489712
6356	0.291482
6357	0.141638
6358	0.0879394
6359	0.139354
6360	0.238026
6361	0.281362
6362	0.202565
6363	0.0441925
6364	-0.0810848
6365	-0.0826773
6366	0.0612383
6367	0.310857
6368	0.583479
6369	0.787359
6370	0.878941
6371	0.884205
6372	0.853827
6373	0.829516
6374	0.850941
6375	0.938045
6376	1.03552
6377	1.02722
6378	0.849172
6379	0.560762
6380	0.266458
6381	0.0174734
6382	-0.19075
6383	-0.378906
6384	-0.551194
6385	-0.684884
6386	-0.749561
6387	-0.743642
6388	-0.697511
6389	-0.624561
6390	-0.475405
6391	-0.169953
6392	0.313341
6393	0.893566
6394	1.43239
6395	1.80566
6396	1.93423
6397	1.80184
6398	1.4831
6399	1.12532
6400	0.861242
6401	0.734919
6402	0.695758
6403	0.649174
6404	0.524808
6405	0.331926
6406	0.164421
6407	0.118106
6408	0.204639
6409	0.354196
6410	0.483251
6411	0.54802
6412	0.543404
6413	0.468867
6414	0.330061
6415	0.157924
6416	-0.00655676
6417	-0.133652
6418	-0.204879
6419	-0.214624
6420	-0.178016
6421	-0.125117
6422	-0.0867312
6423	-0.0918709
6424	-0.168968
6425	-0.317881
6426	-0.48288
6427	-0.589674
6428	-0.612873
6429	-0.589039
6430	-0.567076
6431	-0.556427
6432	-0.533963
6433	-0.475892
6434	-0.366139
6435	-0.197223
6436	0.0181779
6437	0.235232
6438	0.393064
6439	0.454686
6440	0.419119
6441	0.306929
6442	0.1644
6443	0.0547179
6444	0.0189882
6445	0.0482765
6446	0.102016
6447	0.147652
6448	0.168621
6449	0.145903
6450	0.0619952
6451	-0.0816739
6452	-0.253982
6453	-0.40694
6454	-0.498566
6455	-0.51407
6456	-0.47347
6457	-0.413124
6458	-0.347499
6459	-0.248852
6460	-0.0911958
6461	0.098467
6462	0.264309
6463	0.384363
6464	0.465191
6465	0.485674
6466	0.393555
6467	0.17838
6468	-0.091661
6469	-0.312277
6470	-0.414909
6471	-0.403885
6472	-0.340733
6473	-0.298312
6474	-0.309706
6475	-0.359198
6476	-0.427056
6477	-0.511597
6478	-0.597175
6479	-0.645074
6480	-0.644286
6481	-0.633634
6482	-0.640305
6483	-0.636453
6484	-0.584868
6485	-0.498202
6486	-0.42983
6487	-0.413263
6488	-0.430301
6489	-0.436033
6490	-0.402434
6491	-0.328006
6492	-0.223861
6493	-0.106947
6494	-0.00661364
6495	0.0405796
6496	0.0232844
6497	-0.020487
6498	-0.0306621
6499	0.0117091
6500	0.0625989
6501	0.0600063
6502	-0.0138104
6503	-0.123022
6504	-0.220621
6505	-0.285542
6506	-0.310572
6507	-0.28336
6508	-0.204579
6509	-0.11348
6510	-0.0525473
6511	-0.00720492
6512	0.0752021
6513	0.201385
6514	0.29096
6515	0.246292
6516	0.0562939
6517	-0.198367
6518	-0.42231
6519	-0.570479
6520	-0.650015
6521	-0.676172
6522	-0.645218
6523	-0.556108
6524	-0.445003
6525	-0.363391
6526	-0.313387
6527	-0.241883
6528	-0.119829
6529	-0.00463637
6530	0.00826687
6531	-0.109786
6532	-0.297489
6533	-0.47211
6534	-0.592013
6535	-0.654232
6536	-0.653122
6537	-0.576812
6538	-0.447329
6539	-0.339049
6540	-0.325549
6541	-0.408069
6542	-0.516772
6543	-0.581275
6544	-0.587162
6545	-0.561901
6546	-0.531433
6547	-0.491815
6548	-0.420371
6549	-0.304127
6550	-0.153235
6551	0.0211761
6552	0.222957
6553	0.443704
6554	0.62596
6555	0.684785
6556	0.575311
6557	0.339986
6558	0.0781235
6559	-0.129898
6560	-0.253654
6561	-0.300431
6562	-0.293825
6563	-0.258006
6564	-0.216473
6565	-0.196815
6566	-0.223112
6567	-0.301652
6568	-0.416025
6569	-0.535988
6570	-0.628637
6571	-0.674295
6572	-0.675339
6573	-0.65264
6574	-0.626359
6575	-0.594971
6576	-0.534924
6577	-0.41436
6578	-0.206106
6579	0.093075
6580	0.433376
6581	0.708585
6582	0.808519
6583	0.701815
6584	0.463546
6585	0.21085
6586	0.0136253
6587	-0.131249
6588	-0.267882
6589	-0.435741
6590	-0.637096
6591	-0.83785
6592	-0.989106
6593	-1.05281
6594	-1.01853
6595	-0.908285
6596	-0.769738
6597	-0.646119
6598	-0.54206
6599	-0.439307
6600	-0.343058
6601	-0.286397
6602	-0.286272
6603	-0.318631
6604	-0.344639
6605	-0.336625
6606	-0.285635
6607	-0.201292
6608	-0.107959
6609	-0.0352311
6610	0.00311019
6611	0.0226962
6612	0.0502554
6613	0.0914574
6614	0.119099
6615	0.0959957
6616	0.0119397
6617	-0.104215
6618	-0.204193
6619	-0.250923
6620	-0.236667
6621	-0.179482
6622	-0.117351
6623	-0.0941286
6624	-0.118875
6625	-0.145954
6626	-0.117975
6627	-0.0206326
6628	0.102118
6629	0.180924
6630	0.187282
6631	0.156243
6632	0.136867
6633	0.138256
6634	0.130524
6635	0.0866217
6636	0.00267269
6637	-0.119413
6638	-0.283413
6639	-0.481578
6640	-0.676123
6641	-0.817625
6642	-0.885547
6643	-0.897308
6644	-0.877691
6645	-0.830938
6646	-0.740456
6647	-0.590178
6648	-0.388476
6649	-0.173571
6650	0.0118407
6651	0.154199
6652	0.271096
6653	0.380697
6654	0.477824
6655	0.537588
6656	0.536156
6657	0.473541
6658	0.381002
6659	0.299372
6660	0.251436
6661	0.235505
6662	0.231568
6663	0.214448
6664	0.168061
6665	0.0977778
6666	0.0258869
6667	-0.0297339
6668	-0.0656057
6669	-0.0851687
6670	-0.0892031
6671	-0.0741214
6672	-0.038888
6673	0.00780379
6674	0.0467963
6675	0.0609274
6676	0.0508606
6677	0.0288007
6678	0.00227404
6679	-0.0306198
6680	-0.0753198
6681	-0.132425
6682	-0.194092
6683	-0.249572
6684	-0.293024
6685	-0.320237
6686	-0.320999
6687	-0.285348
6688	-0.215573
6689	-0.129883
6690	-0.0549573
6691	-0.0118004
6692	-0.00477356
6693	-0.0266319
6694	-0.0652271
6695	-0.111886
6696	-0.167259
6697	-0.236019
6698	-0.312404
6699	-0.377869
6700	-0.410613
6701	-0.397233
6702	-0.343607
6703	-0.258568
6704	-0.135407
6705	0.0348678
6706	0.226616
6707	0.386132
6708	0.47126
6709	0.482541
6710	0.453077
6711	0.416822
6712	0.387352
6713	0.362394
6714	0.329636
6715	0.266889
6716	0.153874
6717	-0.00273025
6718	-0.160561
6719	-0.272595
6720	-0.320121
6721	-0.322545
6722	-0.321981
6723	-0.35323
6724	-0.423832
6725	-0.511292
6726	-0.573164
6727	-0.572319
6728	-0.496184
6729	-0.354342
6730	-0.172494
6731	0.00744555
6732	0.143233
6733	0.218165
6734	0.252712
6735	0.289826
6736	0.361085
6737	0.458913
6738	0.539948
6739	0.558304
6740	0.507987
6741	0.427308
6742	0.345622
6743	0.253208
6744	0.132235
6745	-0.00176939
6746	-0.104804
6747	-0.152506
6748	-0.168698
6749	-0.202513
6750	-0.276924
6751	-0.370467
6752	-0.453807
6753	-0.518181
6754	-0.560007
6755	-0.564617
6756	-0.522171
6757	-0.441737
6758	-0.340215
6759	-0.228041
6760	-0.108452
6761	0.0125213
6762	0.121633
6763	0.20588
6764	0.260351
6765	0.289328
6766	0.295996
6767	0.274246
6768	0.221575
6769	0.15347
6770	0.100683
6771	0.0888009
6772	0.117938
6773	0.170716
6774	0.230896
6775	0.285498
6776	0.314294
6777	0.289853
6778	0.199305
6779	0.0636878
6780	-0.0779022
6781	-0.200211
6782	-0.298242
6783	-0.374738
6784	-0.429293
6785	-0.453018
6786	-0.429563
6787	-0.344773
6788	-0.204296
6789	-0.0436478
6790	0.0924406
6791	0.182045
6792	0.224766
6793	0.219257
6794	0.161889
6795	0.0626707
6796	-0.0506209
6797	-0.148426
6798	-0.215852
6799	-0.257723
6800	-0.287301
6801	-0.303507
6802	-0.281473
6803	-0.193276
6804	-0.0462023
6805	0.0983975
6806	0.183271
6807	0.206349
6808	0.186508
6809	0.134649
6810	0.0608203
6811	-0.0158218
6812	-0.0706297
6813	-0.0889694
6814	-0.0830261
6815	-0.0843626
6816	-0.117628
6817	-0.179374
6818	-0.232891
6819	-0.230472
6820	-0.152485
6821	-0.0288635
6822	0.0859899
6823	0.155821
6824	0.174489
6825	0.147956
6826	0.0908908
6827	0.0400576
6828	0.0373938
6829	0.0825437
6830	0.12598
6831	0.109677
6832	0.00779795
6833	-0.148628
6834	-0.296941
6835	-0.405054
6836	-0.480835
6837	-0.541376
6838	-0.590746
6839	-0.626994
6840	-0.664577
6841	-0.713247
6842	-0.731867
6843	-0.64082
6844	-0.40524
6845	-0.0840755
6846	0.226297
6847	0.469903
6848	0.631646
6849	0.696807
6850	0.665005
6851	0.57371
6852	0.462565
6853	0.339114
6854	0.178802
6855	-0.0537711
6856	-0.380506
6857	-0.779231
6858	-1.14578
6859	-1.3599
6860	-1.38827
6861	-1.26563
6862	-1.06241
6863	-0.850583
6864	-0.673534
6865	-0.547105
6866	-0.4587
6867	-0.374325
6868	-0.26975
6869	-0.160031
6870	-0.0808188
6871	-0.0393475
6872	-0.00922703
6873	0.0311119
6874	0.0733308
6875	0.0891442
6876	0.0631194
6877	0.0185503
6878	0.010694
6879	0.0968901
6880	0.303405
6881	0.604293
6882	0.910435
6883	1.09483
6884	1.0509
6885	0.720274
6886	0.192623
6887	-0.269196
6888	-0.522045
6889	-0.63163
6890	-0.731166
6891	-0.865306
6892	-0.960956
6893	-0.955408
6894	-0.813802
6895	-0.545887
6896	-0.265404
6897	-0.152187
6898	-0.285539
6899	-0.542392
6900	-0.778273
6901	-0.925333
6902	-0.959226
6903	-0.918509
6904	-0.854372
6905	-0.795775
6906	-0.755135
6907	-0.701715
6908	-0.550599
6909	-0.224047
6910	0.22935
6911	0.608086
6912	0.765374
6913	0.744494
6914	0.665229
6915	0.599366
6916	0.527405
6917	0.366907
6918	0.0938691
6919	-0.249042
6920	-0.632327
6921	-1.00129
6922	-1.22375
6923	-1.19117
6924	-0.926522
6925	-0.591589
6926	-0.336541
6927	-0.184644
6928	-0.0864115
6929	0.0279455
6930	0.205052
6931	0.416258
6932	0.534351
6933	0.405124
6934	0.0213566
6935	-0.39415
6936	-0.641103
6937	-0.71798
6938	-0.694866
6939	-0.60807
6940	-0.473854
6941	-0.3072
6942	-0.120848
6943	0.069818
6944	0.233171
6945	0.324628
6946	0.325438
6947	0.213733
6948	-0.0129628
6949	-0.283469
6950	-0.531022
6951	-0.741523
6952	-0.925303
6953	-1.07225
6954	-1.10698
6955	-0.910232
6956	-0.37926
6957	0.446802
6958	1.27798
6959	1.91647
6960	2.35168
6961	2.55759
6962	2.50518
6963	2.22365
6964	1.83554
6965	1.4153
6966	0.926329
6967	0.330177
6968	-0.320351
6969	-0.895017
6970	-1.28361
6971	-1.45188
6972	-1.42123
6973	-1.24901
6974	-1.0027
6975	-0.725873
6976	-0.440852
6977	-0.165597
6978	0.099134
6979	0.379612
6980	0.706318
6981	1.05234
6982	1.2738
6983	1.21683
6984	0.907555
6985	0.512178
6986	0.161715
6987	-0.0914724
6988	-0.221097
6989	-0.220763
6990	-0.150213
6991	-0.137047
6992	-0.2452
6993	-0.40834
6994	-0.498058
6995	-0.472773
6996	-0.395197
6997	-0.344981
6998	-0.364088
6999	-0.42406
7000	-0.448849
7001	-0.392457
7002	-0.257204
7003	-0.0653098
7004	0.141489
7005	0.280419
7006	0.260228
7007	0.0860599
7008	-0.151191
7009	-0.340204
7010	-0.402181
7011	-0.372393
7012	-0.417739
7013	-0.683771
7014	-1.15538
7015	-1.54487
7016	-1.61511
7017	-1.53146
7018	-1.4974
7019	-1.5612
7020	-1.671
7021	-1.69684
7022	-1.49405
7023	-1.07061
7024	-0.547511
7025	-0.0565836
7026	0.314196
7027	0.567951
7028	0.739265
7029	0.802375
7030	0.668273
7031	0.326515
7032	-0.0895778
7033	-0.490757
7034	-0.849744
7035	-1.13878
7036	-1.34899
7037	-1.46861
7038	-1.50035
7039	-1.4772
7040	-1.40763
7041	-1.27017
7042	-1.04734
7043	-0.727131
7044	-0.354591
7045	-0.046292
7046	0.139499
7047	0.238554
7048	0.311969
7049	0.393582
7050	0.482086
7051	0.553158
7052	0.57534
7053	0.542235
7054	0.484072
7055	0.420564
7056	0.332531
7057	0.194343
7058	0.0171043
7059	-0.159333
7060	-0.31398
7061	-0.466948
7062	-0.644823
7063	-0.83881
7064	-1.00229
7065	-1.07353
7066	-1.01781
7067	-0.858964
7068	-0.661528
7069	-0.483297
7070	-0.369398
7071	-0.342716
7072	-0.377457
7073	-0.416664
7074	-0.415599
7075	-0.373417
7076	-0.342506
7077	-0.376378
7078	-0.456691
7079	-0.509109
7080	-0.49585
7081	-0.437179
7082	-0.362567
7083	-0.281681
7084	-0.192017
7085	-0.09887
7086	-0.0113697
7087	0.0771465
7088	0.173793
7089	0.250766
7090	0.255701
7091	0.166114
7092	0.0250293
7093	-0.0944182
7094	-0.152991
7095	-0.165134
7096	-0.170467
7097	-0.193736
7098	-0.235076
7099	-0.284348
7100	-0.325442
7101	-0.328691
7102	-0.25857
7103	-0.116006
7104	0.0311739
7105	0.105921
7106	0.0962964
7107	0.0486319
7108	0.014433
7109	0.0123405
7110	0.0296512
7111	0.050725
7112	0.0722517
7113	0.090128
7114	0.092338
7115	0.0731735
7116	0.0443017
7117	0.0244706
7118	0.0260123
7119	0.0528152
7120	0.103989
7121	0.170247
7122	0.230749
7123	0.268517
7124	0.275393
7125	0.24799
7126	0.201968
7127	0.166388
7128	0.154976
7129	0.161587
7130	0.169602
7131	0.160692
7132	0.125654
7133	0.0671745
7134	-0.00137852
7135	-0.0494812
7136	-0.0546037
7137	-0.0277946
7138	0.00903407
7139	0.0408855
7140	0.0637937
7141	0.0844825
7142	0.112604
7143	0.152178
7144	0.19806
7145	0.243772
7146	0.288292
7147	0.323121
7148	0.330222
7149	0.31158
7150	0.289635
7151	0.27967
7152	0.282179
7153	0.291445
7154	0.309687
7155	0.347465
7156	0.403278
7157	0.437808
7158	0.39708
7159	0.293867
7160	0.189863
7161	0.124772
7162	0.104741
7163	0.121289
7164	0.164977
7165	0.223099
7166	0.28035
7167	0.331291
7168	0.37354
7169	0.392975
7170	0.389814
7171	0.385169
7172	0.391669
7173	0.406035
7174	0.417645
7175	0.42256
7176	0.4255
7177	0.427356
7178	0.42166
7179	0.405016
7180	0.380718
7181	0.355158
7182	0.339233
7183	0.346302
7184	0.383618
7185	0.439717
7186	0.484496
7187	0.494086
7188	0.469285
7189	0.429902
7190	0.400387
7191	0.393438
7192	0.406088
7193	0.427526
7194	0.443291
7195	0.435789
7196	0.390479
7197	0.316343
7198	0.2532
7199	0.236821
7200	0.270135
7201	0.333935
7202	0.416046
7203	0.518706
7204	0.641481
7205	0.775657
7206	0.915414
7207	1.04413
7208	1.12748
7209	1.15742
7210	1.16537
7211	1.15627
7212	1.08163
7213	0.954182
7214	0.860256
7215	0.823341
7216	0.800646
7217	0.745113
7218	0.669892
7219	0.64017
7220	0.692616
7221	0.803048
7222	0.886052
7223	0.831129
7224	0.639757
7225	0.44498
7226	0.33554
7227	0.326776
7228	0.418376
7229	0.607737
7230	0.873345
7231	1.10991
7232	1.15174
7233	1.04519
7234	0.958812
7235	0.963914
7236	0.985701
7237	0.865847
7238	0.685772
7239	0.561728
7240	0.492484
7241	0.453274
7242	0.426669
7243	0.412952
7244	0.424407
7245	0.458072
7246	0.483774
7247	0.474136
7248	0.451031
7249	0.447173
7250	0.46326
7251	0.477138
7252	0.482478
7253	0.501822
7254	0.562705
7255	0.686028
7256	0.870476
7257	1.08592
7258	1.33611
7259	1.6985
7260	2.20881
7261	2.70266
7262	2.97321
7263	3.02563
7264	2.96189
7265	2.8586
7266	2.73701
7267	2.63712
7268	2.65526
7269	2.86225
7270	3.18967
7271	3.47134
7272	3.6538
7273	3.8236
7274	4.05989
7275	4.1424
7276	3.74506
7277	3.05498
7278	2.3358
7279	1.61614
7280	1.00967
7281	0.646395
7282	0.492281
7283	0.474804
7284	0.54959
7285	0.666357
7286	0.777571
7287	0.941701
7288	1.28188
7289	1.7779
7290	2.05112
7291	1.93664
7292	1.77145
7293	1.72122
7294	1.75684
7295	1.81807
7296	1.89682
7297	2.02845
7298	2.18098
7299	2.14724
7300	1.60966
7301	0.645344
7302	-0.139256
7303	-0.521476
7304	-0.617032
7305	-0.538095
7306	-0.418565
7307	-0.340538
7308	-0.282754
7309	-0.127493
7310	0.560138
7311	1.5177
7312	1.35574
7313	1.03271
7314	0.773817
7315	0.592133
7316	0.506257
7317	0.499096
7318	0.548761
7319	0.610165
7320	0.575966
7321	0.468632
7322	0.350207
7323	0.222429
7324	0.170573
7325	0.202116
7326	0.320448
7327	0.617908
7328	1.33398
7329	2.17216
7330	1.70277
7331	0.883045
7332	0.422141
7333	0.176933
7334	0.0208326
7335	-0.0789297
7336	-0.110237
7337	-0.0613024
7338	0.0845675
7339	0.193993
7340	0.1911
7341	0.20482
7342	0.26268
7343	0.349031
7344	0.423042
7345	0.468992
7346	0.519229
7347	0.592401
7348	0.609179
7349	0.429715
7350	0.252042
7351	0.195326
7352	0.182812
7353	0.168729
7354	0.14493
7355	0.119798
7356	0.112526
7357	0.159823
7358	0.284456
7359	0.424802
7360	0.49866
7361	0.520663
7362	0.561247
7363	0.594119
7364	0.505729
7365	0.333347
7366	0.0588413
7367	-0.290757
7368	-0.446585
7369	-0.331015
7370	-0.0109907
7371	0.440828
7372	0.63637
7373	0.465512
7374	0.365966
7375	0.416476
7376	0.575967
7377	0.903679
7378	1.3715
7379	1.55407
7380	1.34401
7381	1.14739
7382	1.1027
7383	1.16399
7384	1.23545
7385	1.25124
7386	1.22663
7387	1.18599
7388	1.06625
7389	0.761805
7390	0.322605
7391	-0.124624
7392	-0.526993
7393	-0.787521
7394	-0.821995
7395	-0.664021
7396	-0.346783
7397	0.201265
7398	0.983578
7399	1.7355
7400	2.27671
7401	2.71134
7402	3.09502
7403	3.29789
7404	3.24431
7405	3.05277
7406	2.85238
7407	2.69359
7408	2.6242
7409	2.68003
7410	2.76247
7411	2.62029
7412	2.09627
7413	1.46528
7414	1.02302
7415	0.805424
7416	0.818277
7417	1.06922
7418	1.47589
7419	1.91295
7420	2.41181
7421	3.19508
7422	4.31112
7423	5.47146
7424	6.39848
7425	7.05422
7426	7.47647
7427	7.5882
7428	7.37818
7429	7.1517
7430	7.22409
7431	7.59265
7432	8.06632
7433	8.50237
7434	8.7686
7435	8.63956
7436	8.04143
7437	7.26185
7438	6.65386
7439	6.29979
7440	6.07908
7441	5.84821
7442	5.42578
7443	4.53685
7444	3.09528
7445	1.63969
7446	0.852547
7447	0.839975
7448	1.323
7449	1.94111
7450	2.40658
7451	2.6118
7452	2.66073
7453	2.78916
7454	3.21928
7455	4.00326
7456	4.92944
7457	5.60254
7458	5.69962
7459	5.14234
7460	4.15786
7461	3.24895
7462	2.77723
7463	2.66253
7464	2.59843
7465	2.35228
7466	1.90649
7467	1.37775
7468	0.89325
7469	0.6259
7470	0.784692
7471	1.46191
7472	2.5043
7473	3.63299
7474	4.6721
7475	5.5241
7476	6.08469
7477	6.35407
7478	6.44446
7479	6.41456
7480	6.23372
7481	5.88361
7482	5.36101
7483	4.59841
7484	3.57461
7485	2.5781
7486	2.06515
7487	2.21608
7488	2.85855
7489	3.71118
7490	4.47055
7491	4.85163
7492	4.75848
7493	4.28891
7494	3.72939
7495	3.05911
7496	2.39433
7497	1.80843
7498	1.32818
7499	0.950783
7500	0.660823
