# k	cb	gl	xy
1	0.12263	0.123372	0.113461
2	0.119054	0.098454	0.0967117
3	0.11885	0.0560363	0.062295
4	0.0688468	0.0559738	0.0621794
5	0.0516613	0.054123	0.0585468
6	0.0460498	0.0436128	0.0501685
7	0.0421811	0.0297779	0.0400306
8	0.0413447	0.0231221	0.0333924
9	0.0406008	0.0183045	0.0280502
10	0.0263788	0.0179735	0.0279492
11	0.0246521	0.0179703	0.0220537
12	0.0190051	0.0163982	0.0215271
13	0.0190049	0.0150736	0.0177091
14	0.0183355	0.0115294	0.0143838
15	0.0140565	0.0101892	0.0143749
